CableID,AssetAgeYears,RatedLifespanYears,YearsRemainingWarranty,MaterialType,InstallationType,InsulationResistanceTrend,NumberOfRepairs,LastRepairAgeYears,NumberOfFailuresPast3Years,FailureRatePerYear,AvgRepairDurationHours,FailureRootCauseMajorCategory,AvgVoltageDeviationPercent,PeakLoadKW,OverloadEventCountPast3Years,SwitchingEventsPerYear,FCITriggerRatePerYear,LastFCITriggerRecencyDays,PartialDischargeSeverityScore,PDThresholdBreachesPast1Year,SensitiveCustomerCount,ConnectedLoadKW,InspectionDefectSeverityScore,TimeSinceLastInspectionDays,AvgGroundTemperatureCelsius,SoilCorrosivityIndex,FloodZoneRisk,CriticalityScore,EstimatedDowntimeCostPerFailure,TemperatureAnomaliesPast1Year,VibrationAnomaliesPast1Year,CableHealthScore
CAB04136,21,25,2,0,1,-0.053,7,3,0,0.32,23,2,2.14,129,0,21,0.21,92,0.59,5,3,8656,0.65,82,14,0.78,0,0.98,29021,2,1,1
CAB04137,6,25,2,1,0,-0.064,1,6,1,0.36,4,1,4.75,106,0,9,0.67,107,0.27,1,7,4483,0.38,42,34,0.77,0,0.43,45984,0,0,0
CAB04138,8,25,2,0,1,-0.069,2,2,0,0.05,6,0,6.08,168,2,5,0.89,118,0.46,0,7,9383,0.52,101,12,0.91,0,0.89,19532,1,0,0
CAB04139,21,30,0,1,2,-0.067,3,8,1,0.29,11,1,5.04,776,5,10,0.57,239,0.29,1,5,5973,0.26,33,34,0.37,0,0.3,24599,1,0,1
CAB04140,5,20,14,1,2,-0.024,2,3,2,0.23,21,0,7.94,480,10,6,0.28,313,0.68,2,8,1508,0.25,295,23,0.54,0,0.18,9094,1,0,1
CAB04141,21,30,4,1,1,-0.005,15,4,0,0.49,16,1,7.28,627,7,17,0.46,294,0.63,2,1,7977,0.72,243,17,0.91,0,0.95,5599,1,1,2
CAB04142,5,20,4,0,2,-0.041,2,2,1,0.25,17,1,6.83,368,8,20,0.51,309,0.28,4,2,3300,0.03,335,19,0.73,1,0.15,18456,0,0,1
CAB04143,26,20,0,0,0,-0.02,12,0,2,0.58,10,1,4.57,325,0,8,0.6,153,0.63,2,8,8198,0.97,187,32,0.95,0,0.92,40491,2,3,2
CAB04144,5,30,21,0,0,-0.024,4,4,0,0.23,13,1,1.47,688,2,22,0.53,22,0.0,0,0,8875,0.22,330,24,0.07,1,0.31,40135,0,0,0
CAB04145,22,25,0,1,0,-0.025,10,6,1,0.74,7,1,5.89,374,0,13,0.32,12,0.67,1,7,3788,0.87,212,24,0.98,0,0.44,17308,0,1,2
CAB04146,8,30,18,0,1,-0.03,4,1,0,0.3,18,1,6.87,255,4,15,0.76,218,0.12,1,6,8443,0.1,32,17,0.04,1,0.04,9750,0,0,0
CAB04147,21,25,0,1,0,-0.096,10,5,1,0.51,16,0,1.78,363,0,16,0.4,126,0.7,5,6,1216,0.99,157,24,0.82,0,0.24,47062,3,3,2
CAB04148,18,30,7,1,2,-0.027,7,8,1,0.67,10,2,6.6,546,2,14,0.01,2,0.41,2,9,1036,0.93,88,22,0.91,0,0.55,28583,1,0,1
CAB04149,18,20,2,0,1,-0.016,12,3,1,0.73,12,1,2.55,263,0,22,0.81,322,0.55,1,1,6160,0.66,138,38,0.21,1,0.8,33709,1,0,2
CAB04150,25,25,0,1,2,-0.02,11,6,2,0.85,22,2,1.72,447,3,14,0.83,300,0.18,1,3,1857,0.92,51,19,0.22,0,0.61,18535,1,1,2
CAB04151,3,25,10,0,2,-0.039,0,3,1,0.16,11,1,5.37,524,1,24,0.56,46,0.43,3,9,1895,0.05,168,13,0.35,0,0.46,47069,0,0,0
CAB04152,1,25,15,0,0,-0.035,0,1,1,0.06,19,0,3.02,685,1,22,0.08,19,0.0,0,8,8861,0.0,267,14,0.2,0,0.99,10056,0,0,0
CAB04153,17,25,4,1,1,-0.055,8,1,1,0.17,17,2,3.15,655,0,13,0.36,238,0.4,1,2,5211,0.3,33,14,0.22,1,0.85,40910,0,0,0
CAB04154,11,25,0,0,2,-0.018,9,2,1,0.52,17,2,2.48,610,4,9,0.76,278,0.44,3,6,7287,0.63,43,17,0.87,0,0.71,31599,4,1,1
CAB04155,26,25,0,0,2,-0.019,9,9,0,0.38,4,0,5.03,362,0,8,0.3,332,0.69,2,5,9828,1.0,333,29,0.84,0,0.04,33866,3,1,2
CAB04156,6,30,3,0,0,-0.022,1,5,0,0.24,7,0,1.07,716,2,9,0.88,26,0.01,0,2,1676,0.43,145,21,0.81,0,0.76,41482,0,0,0
CAB04157,26,20,0,0,2,-0.087,14,9,2,0.87,17,1,1.67,485,1,20,0.5,280,0.48,2,0,4276,1.0,324,12,0.31,0,0.76,48185,6,0,2
CAB04158,25,25,0,1,2,-0.014,6,4,1,0.75,22,0,6.77,763,5,9,0.96,265,0.3,2,2,3914,0.83,65,21,0.97,1,0.25,10491,1,0,2
CAB04159,30,20,0,1,1,-0.044,18,6,0,0.94,20,0,1.43,230,0,14,0.87,241,0.36,0,6,6998,1.0,177,28,0.59,1,0.21,16143,1,0,2
CAB04160,28,20,0,1,0,-0.057,12,3,0,0.37,23,2,7.42,369,0,19,0.52,43,0.57,4,2,9593,0.95,249,22,0.59,0,0.91,14695,1,2,2
CAB04161,28,25,0,0,1,-0.04,8,0,1,0.92,4,1,1.27,267,0,21,0.74,252,0.41,1,6,8246,0.97,316,20,0.78,1,0.41,40713,2,2,2
CAB04162,15,20,0,1,1,-0.059,10,2,2,0.37,4,1,7.54,565,5,16,0.09,72,0.46,1,6,1162,0.61,268,21,0.74,0,0.1,46563,1,0,1
CAB04163,23,25,1,1,2,-0.066,11,5,2,0.27,22,2,1.84,436,0,12,0.91,362,0.4,2,6,6553,0.86,207,31,0.92,0,0.92,43986,1,0,2
CAB04164,23,25,0,1,2,-0.002,11,1,1,0.78,13,2,4.89,539,3,22,0.58,295,0.44,0,3,9818,0.71,356,24,0.64,0,0.22,37008,6,0,2
CAB04165,26,30,4,1,1,-0.016,14,7,3,0.36,16,0,6.95,426,6,7,0.61,266,0.75,3,6,4443,0.46,174,31,0.36,1,0.47,43824,0,2,2
CAB04166,24,25,0,0,0,-0.029,19,8,1,0.89,8,2,4.79,173,3,12,0.77,64,0.47,1,0,3722,1.0,349,24,0.09,0,0.11,43385,2,1,2
CAB04167,5,25,14,0,2,-0.086,1,0,1,0.3,17,0,2.26,266,0,20,0.71,57,0.16,2,9,5242,0.0,302,31,0.34,1,0.73,45367,1,0,0
CAB04168,9,30,19,0,2,-0.027,2,8,0,0.0,8,0,4.83,125,0,16,0.49,338,0.26,0,4,1847,0.57,42,15,0.29,0,0.61,31055,1,0,0
CAB04169,5,25,1,0,1,-0.023,4,5,1,0.32,12,0,1.15,144,0,6,0.48,244,0.44,2,0,2729,0.21,108,35,0.02,1,0.99,10663,1,1,0
CAB04170,15,20,4,0,1,-0.052,7,7,1,0.29,22,0,2.63,737,0,11,0.62,71,0.19,1,5,8900,0.78,217,11,0.75,0,0.47,20589,5,0,1
CAB04171,17,20,3,1,1,-0.055,11,9,2,0.6,17,2,5.65,344,4,10,0.2,223,0.53,3,5,9281,0.88,158,31,0.78,0,0.33,40621,4,1,2
CAB04172,11,20,9,0,1,-0.083,3,2,0,0.53,5,1,2.7,336,0,19,0.67,298,0.24,1,8,2320,0.36,77,28,0.2,0,0.14,33964,2,4,1
CAB04173,6,20,7,1,2,-0.032,7,2,1,0.42,11,1,5.71,374,6,8,0.25,3,0.34,2,1,6773,0.43,73,39,0.59,0,0.25,29268,2,0,1
CAB04174,30,25,0,1,0,-0.041,21,8,1,0.69,11,0,4.65,109,0,15,0.87,34,0.52,1,0,1109,1.0,172,26,0.85,0,0.96,24646,7,3,2
CAB04175,10,25,9,0,0,-0.036,2,1,3,0.03,16,1,2.08,706,2,19,0.97,258,0.01,0,7,3461,0.14,265,36,0.3,0,0.45,5983,0,1,0
CAB04176,16,25,1,0,0,-0.076,10,9,1,0.2,7,1,4.29,613,6,22,0.74,209,0.14,1,1,5027,1.0,152,38,0.28,0,0.91,1431,0,0,1
CAB04177,14,30,12,1,0,-0.054,10,4,3,0.74,22,1,7.66,467,2,15,0.32,200,0.33,0,4,3481,0.59,329,22,0.17,0,0.0,42471,2,0,2
CAB04178,6,30,22,1,1,-0.072,3,1,0,0.08,8,2,2.17,622,5,16,0.37,244,0.31,0,4,4025,0.3,237,21,0.21,1,0.56,30792,0,1,0
CAB04179,30,20,0,1,1,-0.03,9,8,1,0.6,7,2,6.62,136,1,11,0.79,210,0.52,2,0,1656,0.67,70,18,0.97,1,0.08,32455,3,0,2
CAB04180,17,30,0,1,2,-0.027,9,5,0,0.4,17,0,5.64,730,5,16,0.69,211,0.44,3,9,5103,0.51,144,14,0.66,0,0.65,4789,1,1,1
CAB04181,12,30,10,1,2,-0.072,5,2,0,0.0,9,2,1.47,234,1,7,0.33,188,0.26,1,5,2179,0.46,334,38,0.53,0,0.77,45125,1,0,0
CAB04182,23,25,2,1,1,-0.077,4,2,0,0.44,5,0,1.19,470,1,16,0.85,320,0.87,3,8,6229,0.63,278,32,0.96,0,0.86,35511,1,1,1
CAB04183,15,20,3,0,1,-0.075,9,0,3,0.53,7,1,3.04,263,2,23,0.81,91,0.58,3,2,9794,0.89,334,38,0.5,0,0.64,44992,4,0,2
CAB04184,21,30,7,0,0,-0.044,6,6,2,0.71,14,2,6.71,507,4,17,0.31,193,0.36,0,3,9401,0.87,264,17,0.14,1,0.14,3308,2,0,2
CAB04185,18,25,0,1,1,-0.019,4,6,1,0.5,23,0,1.7,489,1,9,0.08,307,0.35,1,2,8474,0.26,233,22,0.3,0,0.63,28886,1,1,1
CAB04186,25,25,0,0,1,-0.066,13,4,1,0.52,12,1,1.76,386,3,22,0.94,160,0.5,1,3,2452,0.98,337,27,0.84,0,0.04,13590,1,1,2
CAB04187,18,25,1,1,2,-0.093,4,4,2,0.32,17,2,5.27,747,2,22,0.26,201,0.67,3,7,9232,0.45,330,25,0.63,0,0.34,9248,0,0,1
CAB04188,23,25,0,0,1,-0.076,6,8,3,0.8,6,1,5.0,187,1,23,0.07,179,0.53,1,3,2599,0.92,271,25,0.87,0,0.84,17176,3,1,2
CAB04189,28,20,0,1,2,-0.018,19,9,1,1.0,18,2,7.74,169,3,16,0.63,114,0.65,7,5,9124,1.0,355,36,0.05,1,0.3,36883,2,1,2
CAB04190,17,25,4,0,0,-0.036,8,0,0,0.51,13,1,3.31,266,2,6,0.77,31,0.0,0,6,3476,0.56,94,35,0.65,0,0.48,22982,0,0,0
CAB04191,8,25,16,1,2,-0.011,1,1,0,0.0,4,0,6.59,594,4,11,0.5,16,0.63,2,9,6626,0.24,21,25,0.7,1,0.66,26902,0,1,0
CAB04192,24,25,1,1,1,-0.08,13,7,0,0.55,22,1,1.57,384,1,12,0.33,276,0.54,5,2,5942,0.81,357,27,0.29,0,0.43,31983,1,2,2
CAB04193,18,20,0,0,0,-0.051,11,5,2,0.49,13,1,4.92,106,0,5,0.14,25,0.25,3,6,2157,0.66,164,14,0.08,0,0.9,16539,0,1,2
CAB04194,2,20,14,1,1,-0.096,1,2,0,0.22,15,0,6.26,765,7,17,0.7,64,0.55,2,8,3934,0.0,336,16,0.29,1,0.65,25851,0,0,0
CAB04195,17,30,0,1,2,-0.086,8,1,1,0.54,5,0,7.96,411,5,10,0.21,48,0.54,0,9,8725,0.52,311,13,0.52,0,0.51,31645,2,1,1
CAB04196,21,20,0,1,2,-0.09,9,3,0,0.97,7,0,6.67,710,4,17,0.08,53,0.7,3,6,3387,0.81,68,29,0.52,1,0.15,6197,1,0,2
CAB04197,21,20,0,0,1,-0.095,8,5,0,0.3,8,2,6.77,453,7,13,0.97,60,0.78,3,4,5896,0.7,73,23,0.93,0,0.53,35988,4,0,2
CAB04198,30,20,0,1,1,-0.027,15,6,1,0.76,10,0,2.55,515,0,11,0.87,334,0.48,3,8,6319,0.98,51,18,0.6,1,0.96,44734,0,2,2
CAB04199,24,20,0,0,1,-0.089,13,3,0,0.35,18,0,5.36,567,3,9,0.41,58,0.51,0,8,3005,1.0,13,11,0.55,1,0.9,31943,2,0,2
CAB04200,26,25,0,0,1,-0.017,16,6,1,0.69,17,2,1.19,687,3,11,0.18,41,0.4,1,6,2371,1.0,218,22,0.5,1,0.07,38786,3,2,2
CAB04201,30,20,0,1,0,-0.006,14,8,0,0.81,18,0,1.11,249,1,17,0.17,362,0.48,2,5,4948,0.86,78,13,0.57,0,0.23,43650,3,0,2
CAB04202,20,20,0,1,2,-0.012,6,8,0,0.46,22,2,6.13,749,4,21,0.23,212,0.76,2,0,9657,0.86,178,26,0.37,0,0.35,49749,4,1,2
CAB04203,7,30,17,0,0,-0.019,0,7,0,0.08,8,1,1.06,594,1,21,0.2,332,0.31,0,9,1058,0.37,106,10,0.97,0,0.19,4433,1,0,0
CAB04204,1,25,7,1,1,-0.043,2,0,1,0.22,5,2,3.66,431,2,23,0.6,177,0.21,0,8,7861,0.27,154,13,0.04,0,0.5,22114,0,0,0
CAB04205,6,25,6,1,0,-0.0,6,1,1,0.26,9,2,5.97,229,1,16,0.59,11,0.22,1,9,4475,0.44,340,37,0.18,0,0.34,6972,2,0,1
CAB04206,4,20,8,1,1,-0.058,0,4,0,0.0,20,1,4.23,513,0,22,0.61,51,0.08,0,4,3262,0.05,339,20,0.22,0,0.76,5238,0,0,0
CAB04207,27,25,0,1,2,-0.072,12,4,4,0.91,6,1,5.68,395,2,22,0.7,242,0.86,2,1,6511,1.0,198,36,0.73,0,0.0,12145,4,2,2
CAB04208,25,20,0,1,1,-0.071,7,3,0,0.6,9,1,5.36,671,5,23,0.78,290,0.59,3,1,4160,0.76,354,24,0.96,0,0.53,1272,3,2,2
CAB04209,18,20,0,1,0,-0.07,4,1,2,0.53,22,0,7.64,608,5,22,0.49,72,1.0,3,5,9438,0.69,330,21,0.44,1,0.84,11257,2,0,2
CAB04210,20,20,0,0,1,-0.031,8,3,0,0.29,11,0,3.73,459,0,9,0.83,2,0.34,1,7,8107,0.42,267,26,0.47,1,0.59,29074,1,2,1
CAB04211,12,30,13,0,1,-0.04,5,3,0,0.19,13,2,4.98,206,1,13,0.5,317,0.0,0,5,6077,0.52,139,20,0.46,1,0.31,14689,1,0,0
CAB04212,3,25,3,1,0,-0.042,1,1,0,0.02,12,1,7.81,280,2,17,0.63,32,0.24,1,1,4068,0.0,12,16,0.83,0,0.39,41028,0,0,0
CAB04213,8,20,3,0,0,-0.093,1,5,1,0.28,10,0,2.9,709,1,8,0.6,282,0.12,1,2,8505,0.48,194,20,0.61,0,0.28,40355,0,3,0
CAB04214,4,25,4,1,0,-0.058,2,3,2,0.3,15,1,3.72,319,1,22,0.17,181,0.08,0,9,4710,0.08,228,14,0.71,1,0.54,11163,0,1,0
CAB04215,6,25,16,1,1,-0.078,0,6,0,0.03,17,2,4.96,184,1,22,0.4,334,0.4,3,1,3910,0.0,17,23,0.95,0,0.38,30095,2,0,0
CAB04216,5,20,0,1,1,-0.079,1,0,0,0.12,9,2,2.51,711,0,11,0.93,218,0.6,2,0,2994,0.0,280,14,0.57,0,0.02,26827,0,1,0
CAB04217,9,30,10,0,0,-0.096,1,6,1,0.3,22,1,6.38,234,0,19,0.07,104,0.6,1,4,4685,0.16,180,19,0.06,1,0.13,36912,0,0,0
CAB04218,8,20,9,1,0,-0.055,3,6,0,0.11,11,1,7.07,720,6,13,0.75,235,0.35,3,3,9182,0.34,288,35,0.65,1,0.09,46010,0,0,1
CAB04219,13,25,10,1,2,-0.091,11,5,1,0.23,7,1,7.07,181,0,9,0.01,234,0.85,3,9,1613,0.91,114,27,0.25,0,0.37,15331,1,3,2
CAB04220,13,30,3,0,1,-0.072,6,6,2,0.58,18,1,7.51,134,1,23,0.9,162,0.53,5,1,2978,0.93,249,15,0.07,0,0.28,21221,2,0,1
CAB04221,20,25,0,1,1,-0.047,4,8,0,0.33,15,2,7.25,740,6,22,0.41,207,0.73,5,2,6050,0.5,211,34,0.4,1,0.88,38903,0,3,1
CAB04222,28,25,0,1,1,-0.006,17,9,2,0.93,11,2,2.49,480,2,24,0.14,72,0.29,0,0,9611,1.0,71,16,0.32,0,0.44,35355,3,2,2
CAB04223,11,25,5,0,0,-0.074,6,4,1,0.15,6,2,4.14,204,0,11,0.78,274,0.25,2,4,6115,0.55,154,12,0.1,0,0.85,6581,1,2,1
CAB04224,6,25,15,1,1,-0.089,3,4,1,0.28,6,0,6.32,107,0,19,0.2,345,0.02,0,2,3971,0.39,188,39,1.0,0,0.5,6355,1,2,0
CAB04225,21,25,1,0,2,-0.079,6,9,2,0.35,18,0,7.99,401,6,21,0.91,312,0.8,2,3,2032,0.82,325,31,0.74,0,0.91,43339,2,1,2
CAB04226,15,30,1,0,1,-0.048,4,5,1,0.4,4,0,3.06,186,1,8,0.16,52,0.5,0,8,4421,0.37,141,36,0.61,0,0.07,42901,1,0,0
CAB04227,7,25,18,1,1,-0.049,2,4,0,0.28,11,0,7.07,560,6,16,0.02,17,0.53,3,9,3579,0.41,25,25,0.71,1,0.81,31654,0,2,1
CAB04228,14,30,13,1,0,-0.004,3,3,1,0.07,12,1,3.1,649,3,11,0.33,42,0.47,1,5,7053,0.36,60,12,0.91,0,0.09,49765,1,0,0
CAB04229,29,25,0,1,1,-0.055,13,6,0,0.76,20,2,5.03,188,1,14,0.42,11,0.94,4,8,8051,1.0,195,29,0.19,0,0.1,16991,3,2,2
CAB04230,3,30,0,0,2,-0.008,1,3,2,0.0,6,1,3.91,713,1,6,0.4,321,0.22,0,4,8451,0.1,173,34,0.42,0,0.19,8016,0,0,0
CAB04231,2,30,15,1,1,-0.022,1,2,0,0.38,5,0,4.54,209,0,20,0.36,213,0.35,3,2,3589,0.18,49,37,0.24,0,0.0,24706,0,0,0
CAB04232,18,25,2,0,2,-0.006,5,7,0,0.54,15,0,7.94,556,7,15,0.07,357,0.38,1,0,9170,0.38,319,17,0.36,0,0.23,12225,0,2,1
CAB04233,8,30,20,1,0,-0.015,3,5,1,0.0,21,0,6.88,291,4,21,0.73,329,0.33,2,4,6741,0.55,324,17,0.16,0,0.4,1674,1,0,1
CAB04234,28,20,0,1,2,-0.018,7,2,0,0.45,4,2,4.76,798,2,6,0.33,12,0.37,1,9,9762,0.48,78,16,0.36,0,0.03,5531,1,0,1
CAB04235,11,30,13,0,2,-0.009,12,1,1,0.48,12,0,3.71,265,0,8,0.25,273,0.0,0,3,5710,0.7,35,17,0.4,0,0.17,33354,1,1,1
CAB04236,20,20,0,1,2,-0.033,6,4,0,0.29,7,2,2.87,541,1,7,0.41,98,0.27,3,0,4001,0.77,243,32,0.36,0,0.2,36862,2,0,1
CAB04237,19,30,11,1,1,-0.093,4,4,2,0.18,21,2,5.3,141,0,22,0.93,209,0.0,0,7,3373,0.12,299,33,0.63,1,0.85,18751,1,0,0
CAB04238,20,20,0,0,0,-0.027,8,8,1,0.35,18,1,1.74,247,0,12,0.61,155,0.07,0,8,9633,0.89,276,17,0.07,0,0.98,6267,2,0,1
CAB04239,21,20,0,0,1,-0.079,10,4,1,0.41,12,2,1.72,521,1,11,0.22,250,0.46,2,7,5475,1.0,27,33,0.17,0,0.98,24312,2,1,2
CAB04240,6,30,17,1,2,-0.088,2,1,0,0.3,17,0,4.04,449,2,10,0.05,280,0.37,0,5,1075,0.2,264,21,0.86,1,0.06,13556,0,0,0
CAB04241,14,25,4,1,2,-0.031,2,7,0,0.4,14,2,2.5,261,0,8,0.47,125,0.38,2,3,2503,0.25,29,21,0.24,0,0.36,38478,1,1,0
CAB04242,2,25,18,0,0,-0.056,5,2,0,0.46,15,2,4.3,186,0,20,0.49,252,0.08,0,2,2014,0.62,209,17,0.52,1,0.83,7793,1,1,0
CAB04243,17,25,2,0,1,-0.042,8,5,0,0.2,4,2,1.54,700,0,20,0.07,132,0.33,2,7,1920,0.59,179,19,0.18,0,0.07,12148,3,1,1
CAB04244,21,30,5,0,1,-0.093,11,6,0,0.62,16,0,7.07,661,3,14,0.95,83,0.56,0,0,9293,1.0,196,14,0.96,0,0.39,28704,3,2,2
CAB04245,11,25,0,0,0,-0.033,6,4,1,0.39,21,0,2.52,295,1,17,0.41,59,0.14,2,0,2044,0.44,44,15,0.31,0,0.71,15935,0,2,1
CAB04246,29,30,1,0,1,-0.008,14,6,2,0.98,11,0,4.68,312,2,10,0.35,361,0.99,8,8,7063,0.8,143,21,0.15,0,0.37,26883,1,1,2
CAB04247,20,20,0,1,0,-0.05,4,2,3,0.39,8,2,1.13,641,0,24,0.23,80,0.39,3,9,4391,0.61,209,22,0.68,0,0.9,21529,0,0,1
CAB04248,19,25,6,0,1,-0.012,4,5,0,0.26,11,1,5.79,787,14,21,0.52,174,0.27,1,7,2152,0.5,354,26,0.7,0,0.29,18905,3,0,1
CAB04249,6,30,17,0,0,-0.064,3,6,2,0.37,20,0,3.13,422,0,11,0.98,230,0.17,0,5,1305,0.35,311,11,0.94,0,0.15,16041,0,1,0
CAB04250,2,30,0,1,0,-0.079,1,1,0,0.42,11,2,3.49,396,2,24,0.79,224,0.17,1,5,7465,0.28,38,39,0.18,1,0.17,30439,1,0,0
CAB04251,18,25,0,1,1,-0.057,6,2,2,0.59,18,1,6.87,548,4,9,0.17,202,0.46,1,3,8771,0.36,205,20,0.33,0,0.22,41302,3,1,1
CAB04252,10,20,0,1,0,-0.074,2,9,0,0.26,13,1,3.81,482,2,13,0.53,333,0.12,0,0,8138,0.0,144,23,0.97,0,0.31,42680,1,0,0
CAB04253,22,30,6,1,1,-0.075,7,5,3,0.3,18,0,6.04,463,6,21,0.54,286,0.32,2,6,6634,0.31,78,35,0.36,0,0.64,21175,2,0,1
CAB04254,8,30,13,0,0,-0.029,4,0,2,0.62,23,1,4.59,141,0,17,0.04,119,0.54,1,5,7220,0.42,62,38,0.38,1,0.09,10979,2,1,1
CAB04255,22,30,8,1,0,-0.019,13,4,1,0.52,18,2,3.41,723,4,5,0.39,216,0.17,1,2,7968,1.0,39,26,0.17,1,0.93,23945,0,0,1
CAB04256,6,30,20,1,2,-0.045,4,3,0,0.31,12,2,5.25,679,8,15,0.1,50,0.0,0,7,9052,0.54,150,30,0.14,0,0.59,38089,1,0,0
CAB04257,24,25,0,1,2,-0.08,11,2,1,0.43,17,0,6.83,724,8,17,0.53,79,0.38,1,0,6888,0.8,75,26,0.98,0,0.3,32590,3,0,2
CAB04258,1,25,4,1,2,-0.062,0,1,2,0.35,13,0,2.24,224,1,18,0.1,100,0.0,0,6,9179,0.0,204,11,0.9,0,0.86,43097,0,0,0
CAB04259,9,25,12,1,2,-0.016,3,8,1,0.34,5,2,4.54,165,1,24,0.52,22,0.08,2,8,5712,0.2,251,21,0.16,1,0.04,17735,0,0,0
CAB04260,26,25,0,0,2,-0.097,10,7,0,0.23,6,0,7.49,495,6,22,0.07,232,0.71,2,2,9556,0.67,306,18,0.52,1,0.9,1186,1,1,2
CAB04261,12,30,10,1,2,-0.075,4,5,2,0.38,14,2,5.91,797,8,23,0.98,237,0.47,4,6,3673,0.32,294,30,0.83,0,0.03,36155,1,1,1
CAB04262,2,30,6,0,2,-0.054,0,2,0,0.16,6,1,5.71,384,3,13,0.17,246,0.49,3,6,8180,0.49,331,20,0.37,0,0.47,13329,1,0,0
CAB04263,18,30,1,0,0,-0.001,7,2,2,0.46,23,1,7.7,224,0,13,0.76,282,0.35,1,1,3732,0.73,74,13,0.57,1,0.25,45739,4,2,1
CAB04264,13,30,3,0,1,-0.041,7,7,0,0.19,13,0,7.46,584,3,17,0.37,307,0.52,4,7,4773,0.5,52,17,0.72,0,0.91,11863,1,0,1
CAB04265,29,25,0,0,2,-0.015,13,6,1,0.65,15,2,4.76,610,2,11,0.64,84,0.35,2,3,4315,0.97,39,20,0.95,0,0.18,28025,3,1,2
CAB04266,28,20,0,0,0,-0.098,10,0,3,0.56,21,0,2.4,491,3,5,0.68,230,0.49,2,0,7938,0.64,56,32,0.87,1,0.09,6405,3,0,2
CAB04267,21,30,5,1,0,-0.061,9,2,3,0.55,15,0,3.28,499,1,12,0.85,244,0.46,0,4,8503,0.68,35,13,0.6,1,0.55,37052,3,0,2
CAB04268,26,30,0,0,2,-0.016,9,0,3,0.53,14,1,5.67,544,2,6,0.31,259,0.81,2,7,3561,0.93,159,30,0.15,0,0.31,31251,3,2,2
CAB04269,2,30,24,0,2,-0.051,2,1,1,0.6,4,0,2.43,790,0,18,0.56,45,0.06,1,6,5277,0.48,353,28,0.6,1,0.74,38770,0,0,0
CAB04270,11,25,4,1,0,-0.089,4,7,0,0.21,21,2,5.0,194,2,23,0.22,224,0.13,1,1,4178,0.62,220,26,0.02,1,0.81,42903,1,2,1
CAB04271,5,30,19,1,2,-0.027,4,5,1,0.23,23,1,7.47,332,4,5,0.02,332,0.17,0,0,4746,0.36,207,29,0.12,0,0.32,42547,0,0,0
CAB04272,21,30,7,0,0,-0.008,10,9,2,0.5,16,1,6.18,246,2,6,0.75,108,0.77,3,5,6621,0.6,180,21,0.4,1,0.91,10968,2,2,2
CAB04273,6,30,18,0,2,-0.022,1,0,0,0.03,10,0,4.33,441,2,8,0.3,343,0.23,0,7,1546,0.0,195,14,0.77,0,0.76,36396,1,0,0
CAB04274,28,25,0,1,0,-0.002,10,0,2,0.5,18,0,1.79,278,0,5,0.17,325,0.58,2,3,4467,0.89,148,10,0.61,0,0.08,35150,1,1,2
CAB04275,6,30,19,1,2,-0.05,1,1,0,0.0,8,0,5.11,561,5,19,0.17,165,0.51,0,2,5339,0.29,338,10,0.91,1,0.23,2205,1,0,0
CAB04276,5,25,16,0,2,-0.084,2,2,0,0.01,19,2,6.19,457,2,18,0.26,228,0.11,0,8,2236,0.18,337,31,0.06,1,0.38,44734,0,0,0
CAB04277,1,20,9,1,1,-0.074,2,1,0,0.0,23,1,7.6,453,3,23,0.89,40,0.42,2,1,9927,0.0,272,17,0.75,0,0.53,42725,0,0,0
CAB04278,27,25,0,0,2,-0.041,9,6,2,0.71,16,2,5.82,579,4,16,0.59,313,0.79,4,6,6216,0.54,159,32,0.87,0,0.7,11171,4,2,2
CAB04279,14,25,9,0,0,-0.011,6,9,1,0.78,21,0,5.15,627,6,16,0.48,328,0.23,0,0,9226,0.41,148,18,0.31,0,0.0,4457,1,2,1
CAB04280,10,25,9,0,1,-0.071,4,2,1,0.44,17,0,6.3,640,4,6,0.44,175,0.49,1,8,5497,0.54,259,27,0.05,0,0.98,15617,2,2,1
CAB04281,1,30,1,1,2,-0.083,4,1,0,0.67,10,2,7.81,271,2,8,0.92,194,0.47,3,9,7097,0.12,187,11,0.2,0,0.68,28508,2,2,1
CAB04282,11,20,3,0,0,-0.031,4,6,0,0.35,4,1,3.99,276,1,15,0.96,213,0.29,1,6,3084,0.41,289,17,0.23,1,0.47,46216,0,0,0
CAB04283,9,30,12,0,0,-0.029,10,8,0,0.37,20,0,6.84,492,6,7,0.95,158,0.25,1,6,3481,0.69,271,14,0.26,0,0.92,28492,1,1,1
CAB04284,10,20,10,0,2,-0.052,6,1,1,0.5,19,1,6.79,720,5,15,0.47,87,0.47,4,5,2787,0.48,297,16,0.61,1,0.91,7093,2,0,1
CAB04285,8,25,9,0,0,-0.016,2,0,1,0.52,5,1,4.36,158,0,20,0.28,30,0.34,1,2,7462,0.66,73,13,0.42,0,0.99,2481,0,0,0
CAB04286,20,30,4,0,0,-0.025,10,1,1,0.48,15,2,2.85,202,0,18,0.45,356,0.61,2,5,2886,0.94,174,19,0.13,0,0.16,17740,3,0,2
CAB04287,20,25,0,1,2,-0.04,11,3,3,0.86,22,0,7.88,643,5,9,0.43,134,0.46,2,8,2985,0.65,231,16,0.12,0,0.32,8038,2,0,2
