CableID,AssetAgeYears,RatedLifespanYears,YearsRemainingWarranty,MaterialType,InstallationType,InsulationResistanceTrend,NumberOfRepairs,LastRepairAgeYears,NumberOfFailuresPast3Years,FailureRatePerYear,AvgRepairDurationHours,FailureRootCauseMajorCategory,AvgVoltageDeviationPercent,PeakLoadKW,OverloadEventCountPast3Years,SwitchingEventsPerYear,FCITriggerRatePerYear,LastFCITriggerRecencyDays,PartialDischargeSeverityScore,PDThresholdBreachesPast1Year,SensitiveCustomerCount,ConnectedLoadKW,InspectionDefectSeverityScore,TimeSinceLastInspectionDays,AvgGroundTemperatureCelsius,SoilCorrosivityIndex,FloodZoneRisk,CriticalityScore,EstimatedDowntimeCostPerFailure,TemperatureAnomaliesPast1Year,VibrationAnomaliesPast1Year,CableHealthScore
CAB01658,3,30,2,1,1,-0.061,2,9,13,0.88,11,2,5.62,340,7,12,0.72,358,0.92,4,9,3933,0.59,326,38,0.56,1,0.58,47124,3,1,2
CAB01659,21,30,9,0,2,-0.034,4,6,5,0.29,18,0,7.0,541,3,19,0.54,17,0.92,3,1,1249,0.7,241,20,0.79,1,0.11,14167,3,0,2
CAB01660,29,25,0,0,0,-0.004,0,3,14,0.31,10,0,3.25,148,5,19,0.09,355,0.2,1,0,2200,0.2,171,33,0.04,0,0.47,47796,4,1,1
CAB01661,17,30,1,1,0,-0.068,3,7,11,0.66,22,0,2.26,249,2,22,0.19,285,0.45,2,3,3057,0.44,194,29,0.64,1,0.76,33812,4,0,0
CAB01662,6,30,9,1,1,-0.016,9,6,9,0.28,14,2,5.43,445,0,10,0.94,193,0.36,3,8,2842,0.4,328,11,0.14,0,0.03,18401,0,1,1
CAB01663,25,20,10,1,0,-0.037,7,4,5,0.47,17,2,1.66,133,4,16,0.65,188,0.33,4,3,2750,0.44,41,19,0.06,0,0.9,38441,1,1,1
CAB01664,11,30,13,0,0,-0.008,4,2,13,0.81,23,0,1.68,417,6,17,0.9,298,0.12,1,7,3805,0.39,315,13,0.71,0,0.95,44616,3,1,1
CAB01665,12,25,8,0,0,-0.087,5,1,7,0.73,5,0,1.31,272,9,14,0.58,173,0.12,0,5,1749,0.02,301,26,0.48,0,0.12,17238,3,1,2
CAB01666,9,30,9,0,0,-0.073,2,6,9,0.37,23,0,5.47,686,5,5,0.51,296,0.66,2,6,3975,0.69,111,26,0.52,0,0.47,22921,0,0,2
CAB01667,16,25,0,0,0,-0.051,8,0,1,0.51,20,2,2.29,226,0,18,0.96,261,0.22,2,3,6064,0.66,31,29,0.05,0,0.15,35911,3,0,1
CAB01668,11,20,0,0,1,-0.056,1,0,12,0.42,15,2,7.26,261,7,6,0.5,274,0.6,0,4,5040,0.08,160,36,0.04,0,0.36,5272,1,1,0
CAB01669,26,30,2,0,2,-0.004,8,8,4,0.39,17,0,4.57,616,4,8,0.84,348,0.41,2,7,1416,0.78,348,14,0.54,1,0.31,7776,1,1,1
CAB01670,16,25,9,0,1,-0.013,4,2,11,0.99,10,1,1.81,327,3,20,0.15,212,0.15,2,7,7218,0.53,144,16,0.8,1,0.45,49237,3,0,1
CAB01671,2,30,11,1,2,-0.018,2,3,10,0.36,12,1,7.67,717,1,14,0.13,54,0.49,2,9,7037,0.77,332,31,0.76,1,0.65,32198,3,1,1
CAB01672,14,20,0,1,0,-0.047,6,0,7,0.45,16,1,4.86,565,4,19,0.69,329,0.23,2,6,5649,0.49,253,36,0.51,1,0.78,3525,4,1,0
CAB01673,5,20,10,0,2,-0.099,2,7,13,0.74,12,2,7.92,702,5,23,0.08,19,0.37,1,1,1344,0.29,19,27,0.55,0,0.91,6836,0,0,0
CAB01674,7,20,2,0,1,-0.053,4,2,4,0.2,10,2,7.53,633,7,15,0.2,118,0.59,0,8,4932,0.45,286,16,0.98,1,0.49,8036,0,0,0
CAB01675,16,25,0,1,0,-0.084,9,5,0,0.9,10,1,1.55,782,6,23,0.96,324,0.93,0,2,9330,0.72,352,25,0.84,1,0.77,34801,3,0,0
CAB01676,25,30,5,1,2,-0.026,0,6,7,0.01,7,1,7.46,318,6,19,0.91,272,0.21,0,4,1564,0.62,232,34,0.14,1,0.72,36746,2,0,2
CAB01677,28,30,0,1,0,-0.02,7,2,13,0.82,21,1,6.01,758,0,23,0.21,344,0.89,4,6,7817,0.77,198,18,0.5,0,0.26,4230,3,0,2
CAB01678,19,30,9,0,0,-0.046,7,6,0,0.38,18,2,1.53,415,4,19,0.15,139,0.18,0,2,9908,0.69,22,24,0.65,0,0.24,38617,2,0,1
CAB01679,25,20,5,1,0,-0.015,8,2,13,0.26,7,0,7.62,245,4,19,0.53,11,0.96,3,6,3148,0.19,195,29,0.43,1,0.28,46895,3,1,0
CAB01680,24,30,8,1,0,-0.094,6,0,2,0.79,17,2,6.41,243,1,6,0.49,60,0.97,2,8,6433,0.03,342,22,0.45,0,0.48,28765,3,0,0
CAB01681,15,30,0,1,2,-0.046,6,7,1,0.68,18,0,4.73,209,2,8,0.72,256,0.63,3,1,3677,0.54,353,10,0.84,1,0.86,39367,1,0,2
CAB01682,17,20,2,1,1,-0.053,8,3,7,0.41,13,1,1.05,602,7,15,0.65,361,0.41,4,5,6925,0.33,99,20,0.2,0,0.94,49771,2,1,1
CAB01683,8,30,2,1,0,-0.026,1,8,1,0.23,17,1,7.38,348,4,7,0.14,73,0.08,1,6,5966,0.97,97,10,0.19,1,0.36,17333,2,1,2
CAB01684,24,20,14,1,1,-0.073,5,2,9,0.32,13,2,3.37,151,4,20,0.82,145,0.84,3,5,4834,0.96,199,16,0.08,1,0.11,8920,2,1,0
CAB01685,22,25,14,0,0,-0.053,4,6,5,0.95,8,1,4.88,382,9,24,0.41,6,0.74,3,7,1750,0.04,8,26,0.18,0,0.12,31962,4,0,0
CAB01686,26,25,5,0,1,-0.081,5,7,14,0.63,15,1,3.15,191,2,22,0.86,359,0.95,0,5,6218,0.4,265,35,0.02,1,0.09,25164,4,1,2
CAB01687,19,20,5,1,2,-0.025,0,1,12,0.33,13,1,7.09,121,2,21,0.36,47,0.17,1,7,2360,0.51,267,12,0.53,1,0.03,10755,3,0,1
CAB01688,3,25,12,0,1,-0.097,2,2,0,0.9,15,0,2.62,760,1,23,0.78,99,0.47,2,2,8913,0.49,264,28,0.67,0,0.06,6544,4,0,1
CAB01689,14,25,10,0,1,-0.075,3,2,4,0.06,19,2,1.55,156,4,13,0.88,91,0.47,0,1,9630,0.68,187,32,0.67,1,0.88,9192,0,0,2
CAB01690,13,25,14,0,1,-0.061,0,5,2,0.48,14,0,4.27,563,8,8,0.09,266,0.94,3,1,9617,0.69,152,36,0.81,0,0.7,38391,4,1,1
CAB01691,5,25,5,0,2,-0.033,8,1,11,0.39,7,0,6.46,120,7,14,0.89,206,0.65,0,8,5466,0.22,360,16,0.4,0,0.04,45055,2,0,2
CAB01692,12,30,3,0,1,-0.095,9,0,13,0.73,19,0,6.14,504,4,8,0.3,14,0.09,2,3,9676,0.87,237,33,0.65,1,0.35,31338,1,1,1
CAB01693,17,25,6,1,1,-0.032,2,8,3,0.77,21,2,5.34,655,5,22,0.3,117,0.36,2,9,6386,0.36,192,26,0.54,0,0.81,9845,0,1,2
CAB01694,12,20,8,1,1,-0.081,2,0,11,0.14,22,2,3.03,294,8,9,0.48,308,0.45,3,5,1025,0.51,105,10,0.67,1,0.1,7772,3,1,1
CAB01695,24,30,1,0,0,-0.052,4,6,5,0.75,15,2,4.76,419,4,10,0.85,219,0.43,0,1,2837,0.05,188,22,0.63,1,0.99,23313,2,0,0
CAB01696,25,25,3,1,2,-0.022,2,9,13,0.95,16,1,4.72,702,6,14,0.23,246,0.01,1,1,4943,0.27,230,21,0.2,1,0.71,44922,2,1,1
CAB01697,8,25,8,0,0,-0.021,3,1,5,0.26,12,2,7.26,700,8,5,0.31,251,0.81,2,2,1756,0.58,281,24,0.11,1,0.38,46101,0,1,0
CAB01698,16,30,1,1,1,-0.095,8,6,1,0.33,7,0,5.14,147,0,14,0.3,303,0.81,1,0,1643,0.81,47,37,0.11,1,0.2,6728,1,1,1
CAB01699,6,25,6,0,1,-0.024,6,2,3,0.59,10,2,1.71,110,4,7,0.7,133,0.43,1,5,1016,0.36,67,12,0.98,0,0.95,7787,2,0,2
CAB01700,1,20,2,1,0,-0.077,8,7,10,0.68,10,1,6.96,766,3,9,0.9,152,0.1,4,5,1177,0.68,45,20,0.06,0,0.78,34298,0,1,1
CAB01701,24,20,1,0,2,-0.03,0,8,0,0.11,19,2,2.82,313,5,24,0.91,160,0.36,4,0,7214,0.61,337,30,0.73,1,0.38,44380,2,1,1
CAB01702,16,25,4,0,2,-0.026,3,3,2,0.52,19,0,2.46,635,1,10,0.22,311,0.44,4,3,2742,0.43,47,17,0.12,1,0.87,6084,1,1,0
CAB01703,14,25,11,1,0,-0.007,0,0,0,0.85,17,1,2.33,743,5,19,0.53,245,0.85,4,8,8937,0.67,147,33,0.79,1,0.34,36349,1,1,2
CAB01704,13,20,13,1,2,-0.016,4,6,3,0.34,23,0,1.09,344,0,19,0.95,52,0.04,4,0,9755,0.98,20,17,0.97,1,0.81,21601,4,0,2
CAB01705,13,20,0,0,0,-0.055,5,8,11,0.79,22,1,7.24,581,2,6,0.79,93,0.38,1,2,7869,0.38,11,13,0.21,0,0.2,15670,4,0,1
CAB01706,7,30,2,1,2,-0.069,1,2,13,0.31,6,0,4.43,275,7,21,0.92,336,0.85,0,7,8754,0.65,199,26,0.14,0,0.77,1641,2,0,2
CAB01707,29,20,11,1,0,-0.065,5,3,0,0.45,14,0,4.75,295,3,12,0.8,234,0.32,3,0,9788,0.46,234,18,0.32,0,0.93,27270,1,0,1
CAB01708,23,25,3,0,1,-0.027,6,2,2,0.76,22,1,1.31,783,9,6,0.36,225,0.43,4,7,8718,0.88,157,18,0.3,0,0.63,2461,2,1,0
CAB01709,18,20,6,1,1,-0.098,0,7,0,0.95,23,0,2.5,727,7,7,0.83,343,0.42,3,0,5585,0.58,150,38,0.93,1,0.43,19430,3,0,1
CAB01710,27,25,14,1,2,-0.027,4,8,3,0.44,17,0,5.79,541,9,21,0.83,355,0.38,0,2,6158,0.21,84,11,0.61,1,0.59,10746,2,1,1
CAB01711,18,25,13,1,2,-0.027,8,5,2,0.22,7,0,6.29,379,4,8,0.91,41,0.49,2,6,7301,0.49,209,25,0.23,0,0.53,28413,1,0,2
CAB01712,15,25,7,0,2,-0.002,4,1,0,0.5,10,1,3.19,222,4,12,0.7,165,0.08,0,7,8636,0.8,205,15,0.26,1,0.35,26990,1,1,1
CAB01713,9,25,12,1,0,-0.011,4,7,0,0.5,7,2,4.73,124,0,21,0.82,208,0.61,1,1,2436,0.14,64,11,0.64,1,0.23,43165,0,0,2
CAB01714,23,25,0,0,2,-0.086,1,8,4,0.48,17,2,2.96,673,9,7,0.33,16,0.69,0,6,1613,0.71,54,19,0.03,1,0.2,6272,2,0,2
CAB01715,2,30,1,0,0,-0.063,0,4,2,0.64,9,1,4.32,727,0,11,0.53,136,0.91,3,5,7669,0.11,13,20,0.71,0,0.14,38347,1,0,2
CAB01716,23,20,8,1,2,-0.041,7,1,9,0.54,19,2,2.91,732,4,19,0.86,328,0.02,1,9,1918,0.9,355,19,0.32,0,0.36,19881,3,1,2
CAB01717,20,25,13,0,1,-0.059,0,3,6,0.22,14,2,4.29,388,5,20,0.47,35,0.88,2,7,4657,0.74,152,12,0.93,1,0.54,22148,2,0,2
CAB01718,20,25,6,1,0,-0.099,7,3,7,0.16,23,2,4.08,548,7,6,0.9,274,0.9,0,2,3841,0.28,353,38,0.72,0,0.71,25243,3,1,2
CAB01719,24,30,1,0,1,-0.095,1,3,14,0.55,15,2,3.03,394,0,12,0.31,158,0.15,3,8,3593,0.99,310,30,0.14,0,0.01,16816,1,1,0
CAB01720,8,20,11,0,1,-0.016,3,5,10,0.53,22,1,1.03,103,6,9,0.2,15,0.57,3,0,7769,0.15,128,35,0.79,1,0.58,35060,3,0,2
CAB01721,12,25,0,0,0,-0.094,7,6,7,0.57,10,0,3.56,305,2,10,0.31,212,0.65,4,4,5660,0.08,128,29,0.92,1,0.91,35714,1,0,1
CAB01722,17,30,4,0,1,-0.096,8,0,13,0.12,20,2,4.77,330,2,16,0.8,119,0.17,2,7,4962,0.87,94,35,0.56,0,0.8,15864,0,0,2
CAB01723,17,30,7,1,2,-0.052,4,4,12,0.04,15,2,2.72,285,1,11,0.07,73,0.87,2,3,6080,0.83,252,38,0.02,1,0.72,40642,3,1,2
CAB01724,25,30,1,1,2,-0.075,1,4,5,0.54,4,1,2.33,447,4,24,0.8,356,0.87,4,4,5805,0.61,283,15,0.98,1,0.58,31972,2,1,1
CAB01725,21,30,6,1,2,-0.05,0,1,10,0.62,16,1,2.64,454,0,13,0.97,60,0.88,0,2,4557,0.98,12,30,0.72,0,0.7,16009,1,0,0
CAB01726,2,25,6,0,0,-0.088,5,7,10,0.96,21,1,1.59,436,0,22,0.79,205,0.02,0,3,4967,0.6,87,39,0.1,1,0.79,13306,0,0,1
CAB01727,16,25,6,0,2,-0.091,9,4,7,0.4,19,2,5.38,252,3,23,0.03,292,0.29,4,3,3082,0.67,220,35,0.71,0,0.34,49079,2,1,2
CAB01728,8,30,5,1,0,-0.02,0,6,1,0.88,22,0,3.24,462,9,14,0.17,284,0.1,0,3,6268,0.66,192,17,0.07,0,0.24,32213,3,0,0
CAB01729,1,20,12,0,1,-0.092,2,1,6,0.08,21,2,5.24,461,6,15,0.88,203,0.19,3,6,8740,0.17,91,32,0.95,1,0.14,18129,3,0,1
CAB01730,2,20,0,0,0,-0.078,9,7,7,0.07,21,1,2.92,708,4,17,0.53,23,0.99,4,4,3991,0.83,14,27,0.87,1,0.65,11406,1,1,2
CAB01731,15,30,4,0,2,-0.095,2,4,8,0.71,7,0,2.38,152,0,19,0.73,363,0.74,4,0,5681,0.41,168,14,0.28,1,0.87,40081,1,0,0
CAB01732,6,25,5,0,0,-0.016,1,3,11,0.34,17,1,4.9,671,2,19,0.95,101,0.72,0,6,9703,0.38,360,39,0.49,1,0.02,7316,2,0,2
CAB01733,13,25,0,0,1,-0.018,4,3,14,0.74,14,2,7.58,634,0,16,0.01,255,0.72,3,6,9345,0.11,193,15,0.08,0,0.82,42502,4,0,0
CAB01734,20,20,6,1,1,-0.012,2,3,9,0.98,23,0,6.64,102,8,10,0.15,227,0.05,1,7,1122,0.26,84,12,0.37,0,0.41,35301,0,1,1
CAB01735,1,25,6,1,0,-0.086,8,6,0,0.75,20,1,2.91,681,3,24,0.62,115,0.47,0,0,7760,0.4,231,21,0.85,0,0.65,14158,0,0,1
CAB01736,8,20,1,0,1,-0.051,8,0,3,0.4,21,1,2.87,763,9,7,0.48,116,0.15,0,3,9352,0.41,309,11,0.59,0,0.58,37874,3,1,0
CAB01737,26,20,4,1,1,-0.005,3,8,6,0.75,10,2,1.73,190,4,22,0.19,191,0.2,4,4,1734,0.57,200,23,0.77,0,0.83,38152,0,1,1
CAB01738,3,30,5,1,0,-0.063,9,7,11,0.76,22,2,3.21,458,8,10,0.2,230,0.01,4,0,4166,0.84,284,16,0.93,0,0.14,22367,1,0,1
CAB01739,20,25,12,0,2,-0.045,5,2,6,0.68,6,1,6.12,371,6,16,0.13,41,0.31,4,7,5905,0.36,73,33,0.25,1,0.53,42222,2,1,2
CAB01740,6,20,7,1,0,-0.025,1,2,8,0.35,22,1,4.47,116,3,11,0.83,14,0.07,4,2,8424,0.24,359,10,0.55,1,0.27,12037,1,1,2
CAB01741,27,25,14,0,1,-0.082,5,8,4,0.89,12,0,5.08,214,5,14,0.78,196,0.96,1,7,7922,0.0,285,27,0.92,1,0.73,2572,0,0,0
CAB01742,16,30,4,1,1,-0.008,9,1,14,0.72,7,1,1.19,425,0,19,0.17,51,0.04,0,2,5035,0.68,327,10,0.92,0,0.62,6910,1,1,0
CAB01743,28,20,10,1,2,-0.064,7,1,14,0.86,12,2,4.64,684,3,21,0.97,252,0.85,3,0,5495,0.77,222,22,0.39,0,0.62,30737,4,1,0
CAB01744,11,25,13,1,1,-0.081,2,6,6,0.77,14,0,7.92,473,5,7,0.93,54,0.89,1,4,4906,0.93,235,32,0.4,1,0.19,14030,3,0,0
CAB01745,13,25,14,0,2,-0.056,7,6,8,0.81,6,1,5.14,157,8,20,0.62,320,0.32,3,4,1515,0.37,359,17,0.16,0,0.7,20226,1,1,2
CAB01746,1,30,11,1,0,-0.054,0,5,6,0.91,8,2,5.68,443,9,5,0.17,203,0.39,4,8,1576,0.56,3,21,0.12,1,0.68,43341,2,0,0
CAB01747,20,30,13,0,2,-0.074,3,5,3,0.7,19,1,6.39,773,9,14,0.29,112,0.73,2,9,8169,0.59,314,10,0.47,1,0.94,31650,1,1,0
CAB01748,24,25,10,1,1,-0.058,2,3,6,0.26,6,1,7.22,368,2,24,0.33,356,0.75,1,1,4327,0.09,117,24,0.46,0,0.8,6990,0,0,2
CAB01749,28,25,0,0,0,-0.057,7,9,10,0.47,20,2,1.44,327,6,15,0.59,46,0.92,3,6,6614,0.64,216,23,0.47,1,0.68,17231,0,1,2
CAB01750,16,25,7,0,2,-0.026,8,6,11,0.75,12,0,1.36,242,9,10,0.78,207,0.23,1,2,1987,0.64,295,39,0.6,1,0.8,14381,1,1,1
CAB01751,28,20,1,1,1,-0.055,8,8,13,0.91,17,2,7.48,352,7,13,0.75,228,0.65,0,2,5807,0.29,47,23,0.7,0,0.13,1278,4,0,1
CAB01752,23,20,0,0,1,-0.014,5,8,2,0.98,8,2,2.54,689,5,16,0.59,293,0.82,3,0,8341,0.69,302,38,0.45,0,0.83,20370,0,0,1
CAB01753,21,30,0,1,0,-0.08,0,4,1,0.13,22,2,4.19,162,0,18,0.29,352,0.32,2,5,3730,0.45,36,14,0.66,1,0.25,19825,4,0,2
CAB01754,21,20,0,0,2,-0.079,1,7,7,0.7,5,1,1.92,625,5,17,0.26,353,0.09,3,1,4854,0.96,273,24,0.14,1,0.84,18278,2,1,1
CAB01755,10,20,10,1,1,-0.065,1,0,11,0.93,19,2,7.61,780,2,12,0.41,24,0.25,0,8,9085,0.37,233,35,0.99,0,0.43,11450,3,0,0
CAB01756,17,20,10,1,1,-0.08,6,9,9,0.8,4,2,1.57,671,2,5,0.53,285,0.37,4,8,9758,0.07,245,10,0.43,1,0.41,29965,0,0,0
CAB01757,9,30,4,0,1,-0.003,2,6,10,0.75,8,0,2.13,663,3,17,0.43,271,0.83,2,9,1539,0.77,288,23,0.1,0,0.19,34074,3,0,0
CAB01758,16,30,13,0,0,-0.002,0,7,6,0.72,5,2,5.09,770,2,18,0.05,32,0.53,4,1,1024,0.31,221,37,0.81,1,0.38,6799,4,1,1
CAB01759,8,30,14,1,1,-0.051,7,9,11,0.69,17,1,2.11,521,1,7,0.99,153,0.17,4,5,3822,0.67,329,14,0.5,0,0.92,11723,2,1,1
CAB01760,1,30,4,0,2,-0.051,3,4,7,0.37,16,2,7.57,746,2,14,0.73,254,0.08,3,5,8143,0.43,21,10,0.64,1,0.37,9316,0,0,2
CAB01761,5,30,3,1,1,-0.036,6,9,8,0.02,7,0,4.26,366,6,21,0.62,8,0.62,4,9,5174,0.1,27,29,0.2,0,0.87,6910,1,0,0
CAB01762,1,20,12,0,0,-0.029,7,4,8,0.76,5,1,2.94,151,7,15,0.33,149,0.84,1,5,5559,0.31,286,34,0.41,0,0.74,48972,4,1,1
CAB01763,28,25,6,1,1,-0.095,0,5,14,0.97,10,1,7.16,678,4,5,0.03,156,0.47,2,2,7122,0.43,34,14,0.52,0,0.82,24056,4,0,2
CAB01764,23,20,7,0,0,-0.058,5,9,6,0.77,14,1,5.41,646,8,5,0.4,4,0.3,0,5,7592,0.38,362,27,0.1,1,0.07,37429,0,1,2
CAB01765,13,25,13,0,0,-0.086,4,3,13,0.85,7,1,3.89,341,4,17,0.85,92,0.47,4,3,5417,0.19,91,30,0.4,1,0.97,8357,4,0,1
CAB01766,22,25,12,1,2,-0.07,6,0,2,0.18,13,0,7.73,443,6,18,0.54,50,0.48,3,7,7884,0.04,6,22,0.24,0,0.68,20688,2,1,1
CAB01767,25,30,9,0,1,-0.093,5,0,2,0.28,12,1,3.2,762,1,8,0.24,80,0.15,0,2,7243,0.59,138,25,0.92,1,0.03,7835,4,0,1
CAB01768,19,30,0,0,2,-0.003,2,5,12,0.13,18,0,4.76,302,8,23,0.42,361,0.91,3,1,9451,0.41,331,30,0.31,0,0.52,21284,4,0,0
CAB01769,5,20,12,1,1,-0.003,7,0,9,0.67,9,2,1.73,759,8,23,0.87,129,0.42,4,3,7844,0.38,50,33,0.35,0,0.19,48285,2,1,0
CAB01770,1,20,12,0,1,-0.051,2,0,4,0.84,22,0,4.31,600,0,12,0.37,218,0.93,2,0,6817,0.14,253,17,0.59,1,0.28,45946,1,1,1
CAB01771,23,25,3,0,1,-0.03,7,9,10,0.78,11,1,5.12,702,1,13,0.65,203,0.31,0,8,8791,0.29,283,39,0.79,0,0.04,43265,2,1,1
CAB01772,7,25,12,1,0,-0.0,8,0,13,0.76,7,1,5.86,771,5,15,0.65,29,0.42,1,7,1820,0.01,84,24,0.24,0,0.3,26763,1,0,1
CAB01773,3,30,13,0,0,-0.079,6,4,7,0.87,7,0,3.34,366,1,22,0.74,336,0.69,3,5,7479,0.87,190,39,0.34,0,0.33,5053,1,0,1
CAB01774,9,30,5,0,1,-0.036,0,8,6,0.63,18,1,6.44,219,0,22,0.06,32,0.11,1,5,7746,0.29,98,34,0.74,1,0.59,30242,2,1,2
CAB01775,14,25,1,1,0,-0.032,5,6,4,0.31,8,1,6.01,626,6,11,0.01,256,0.87,4,5,8793,0.47,258,20,0.28,0,0.48,22120,3,0,1
CAB01776,25,20,12,1,2,-0.093,4,8,4,0.4,7,0,6.45,766,1,7,0.95,84,0.57,1,0,6274,0.55,295,24,0.21,0,0.18,11061,2,0,1
CAB01777,6,25,13,0,0,-0.079,4,2,0,0.9,10,1,2.0,508,0,22,0.06,239,0.65,3,0,5568,0.21,209,16,0.64,0,0.9,41215,4,1,1
CAB01778,28,30,7,1,0,-0.032,1,4,7,0.62,13,2,7.3,595,9,19,0.47,358,0.33,0,0,9482,0.21,13,14,0.72,1,0.53,42499,1,1,1
CAB01779,8,25,7,0,0,-0.004,6,0,7,0.8,10,2,5.88,230,0,6,0.98,154,0.15,2,2,2728,0.56,50,15,0.62,0,0.47,6019,0,1,1
CAB01780,13,30,10,1,0,-0.039,0,6,14,0.13,7,0,6.95,306,5,21,0.72,8,0.82,1,3,6672,0.99,155,38,0.78,1,0.76,6899,4,0,1
CAB01781,15,30,6,0,1,-0.09,4,7,10,0.37,18,0,4.33,633,5,15,0.91,127,0.57,0,0,5646,0.81,330,27,0.38,1,0.56,34358,2,0,2
CAB01782,2,30,14,1,2,-0.08,3,8,2,0.95,16,2,6.88,143,7,19,0.42,278,0.59,4,5,8661,0.08,21,23,0.47,1,0.23,6377,2,1,0
CAB01783,7,20,0,1,1,-0.04,3,1,0,0.7,14,2,3.67,403,6,20,0.12,167,0.8,0,8,3059,0.08,66,14,0.38,0,0.0,47063,2,1,1
CAB01784,27,25,14,1,0,-0.045,0,8,12,0.0,7,1,6.47,365,0,7,0.28,9,0.18,4,0,4103,0.65,35,32,0.65,0,0.68,34056,4,0,2
CAB01785,5,30,14,0,2,-0.099,5,6,9,0.38,5,0,1.59,111,8,20,0.22,102,0.76,2,5,4425,0.74,233,10,0.92,0,0.35,2657,1,0,1
CAB01786,15,25,3,1,0,-0.007,6,3,3,0.0,7,1,7.58,268,0,5,0.84,140,0.95,2,1,5393,0.86,286,33,0.54,0,0.68,23827,0,1,2
CAB01787,18,20,3,0,2,-0.019,4,4,12,0.3,7,0,5.32,689,7,13,0.86,211,0.14,1,7,6859,0.87,71,39,0.86,0,0.9,23542,4,1,0
CAB01788,13,30,3,0,1,-0.098,5,2,9,0.98,20,1,5.71,694,5,14,0.41,15,0.38,3,5,5414,0.49,133,36,0.76,1,0.04,16040,2,1,1
CAB01789,2,20,8,0,1,-0.013,5,3,5,0.1,13,1,5.49,385,7,17,0.95,246,0.29,4,9,7821,0.9,360,33,0.33,0,0.95,17177,2,0,2
CAB01790,4,20,10,1,0,-0.023,8,0,10,0.92,17,1,7.73,278,1,17,0.99,29,0.54,1,7,6693,0.0,275,28,0.87,1,0.03,32429,3,0,1
CAB01791,28,20,11,0,0,-0.087,7,5,4,0.53,7,1,4.61,129,7,10,0.71,47,0.42,0,5,6037,0.26,262,10,0.27,1,0.05,35222,4,1,0
CAB01792,20,20,7,1,2,-0.014,8,8,13,0.5,22,0,4.96,374,8,8,0.47,190,0.08,2,5,8312,0.42,109,25,0.36,1,0.31,42261,1,0,1
CAB01793,21,25,11,1,2,-0.036,4,7,3,0.31,21,1,5.05,197,3,7,0.89,53,0.3,0,5,8844,0.94,148,36,0.57,0,0.75,21809,2,0,2
CAB01794,5,30,6,1,1,-0.048,2,1,0,0.33,14,2,3.1,272,5,11,0.97,84,0.22,2,1,3913,0.82,75,19,0.28,1,0.54,32009,0,1,0
CAB01795,8,30,2,0,2,-0.075,8,3,9,0.29,12,2,2.85,321,4,21,0.29,222,0.42,0,4,8224,0.15,222,27,0.83,1,0.29,29362,1,1,0
CAB01796,22,30,13,0,2,-0.002,5,9,12,0.47,23,2,2.39,468,4,5,0.42,364,0.96,3,9,7176,0.22,228,17,0.67,0,0.28,10800,3,1,0
CAB01797,3,20,4,1,2,-0.082,1,4,12,0.69,15,1,6.94,736,6,5,0.66,19,0.73,4,3,9061,0.75,288,13,0.22,1,0.21,7806,3,0,0
CAB01798,29,20,1,0,0,-0.087,1,6,1,0.33,9,0,4.42,756,9,22,0.99,234,0.03,1,5,6863,0.41,16,39,0.63,0,0.81,33548,3,1,2
CAB01799,9,25,11,0,2,-0.079,0,0,11,0.45,10,2,1.49,521,2,5,0.18,52,0.68,0,1,9894,0.25,300,31,0.92,1,0.9,31391,4,0,0
CAB01800,20,25,2,1,1,-0.003,5,3,7,0.87,10,1,2.49,409,8,18,0.28,168,0.39,4,0,4537,0.36,118,28,0.83,0,0.61,12083,1,0,2
CAB01801,16,25,2,1,0,-0.049,3,7,5,0.19,16,1,2.19,682,2,6,0.65,30,0.07,0,0,1658,0.54,190,14,0.88,1,0.53,32091,0,0,1
CAB01802,19,20,2,0,1,-0.017,9,1,9,0.43,5,2,5.13,749,8,8,0.1,265,0.76,3,5,3181,0.87,180,12,0.92,0,0.77,21883,4,0,0
CAB01803,1,20,4,0,2,-0.05,7,9,1,0.26,4,0,7.87,359,1,6,0.1,203,0.09,0,2,3404,0.35,84,18,0.18,0,0.96,19057,3,0,1
CAB01804,16,20,6,0,1,-0.074,6,6,0,0.41,22,2,1.64,608,7,13,0.6,190,0.03,2,5,2264,0.81,108,14,0.89,0,0.4,35475,0,1,2
CAB01805,5,30,9,0,1,-0.027,3,8,4,0.58,13,1,3.09,437,2,19,0.23,350,0.13,1,8,4491,0.27,362,10,0.86,0,0.92,18809,2,0,1
CAB01806,22,25,9,0,2,-0.059,7,3,2,0.47,13,1,6.68,103,3,19,0.62,311,0.15,4,6,3986,0.94,362,30,0.57,1,0.96,13245,4,1,2
CAB01807,2,25,3,1,1,-0.018,8,2,6,0.3,5,0,3.1,398,3,18,0.35,334,0.3,3,7,1532,0.29,132,39,0.72,0,0.07,39748,1,1,2
CAB01808,23,25,8,1,0,-0.059,2,4,6,0.16,15,2,5.4,664,1,14,0.99,110,0.54,0,3,9376,0.58,200,30,0.09,1,0.71,16820,0,0,0
CAB01809,28,20,7,1,2,-0.021,7,9,4,0.78,17,2,7.48,405,0,22,0.51,221,0.99,4,1,3427,0.13,11,34,0.28,1,0.07,25755,2,0,0
