CableID,AssetAgeYears,RatedLifespanYears,YearsRemainingWarranty,MaterialType,InstallationType,InsulationResistanceTrend,NumberOfRepairs,LastRepairAgeYears,NumberOfFailuresPast3Years,FailureRatePerYear,AvgRepairDurationHours,FailureRootCauseMajorCategory,AvgVoltageDeviationPercent,PeakLoadKW,OverloadEventCountPast3Years,SwitchingEventsPerYear,FCITriggerRatePerYear,LastFCITriggerRecencyDays,PartialDischargeSeverityScore,PDThresholdBreachesPast1Year,SensitiveCustomerCount,ConnectedLoadKW,InspectionDefectSeverityScore,TimeSinceLastInspectionDays,AvgGroundTemperatureCelsius,SoilCorrosivityIndex,FloodZoneRisk,CriticalityScore,EstimatedDowntimeCostPerFailure,TemperatureAnomaliesPast1Year,VibrationAnomaliesPast1Year,CableHealthScore
CAB00368,26,27,6,1,0,-0.039,7,1,7,0.806,16,1,6.182,377.433,3,9,0.146,207,0.082,3,2,4649,0.04,201,18,0.491,1,0.99,36667,3,1,2
CAB00369,9,26,11,1,2,-0.001,2,7,14,0.21000000000000002,6,1,5.788,217.16,4,12,0.04,270,0.727,0,6,6202,0.704,225,32,0.462,1,0.076,15112,1,0,1
CAB00370,3,24,1,0,0,-0.028,2,7,4,0.25,9,2,5.967,479.703,1,5,0.344,257,0.181,2,7,5692,0.816,75,29,0.04,0,0.504,23259,2,0,2
CAB00371,27,28,3,1,1,-0.023,4,1,9,0.11,4,1,5.965,617.8,8,15,0.667,74,0.62,2,9,2041,0.37,256,25,0.284,0,0.579,35419,0,0,2
CAB00372,17,26,11,1,2,-0.082,6,5,11,0.658,4,0,5.739,417.021,2,14,0.76,221,0.591,3,6,7803,0.312,173,15,0.547,1,0.772,40486,3,0,1
CAB00373,22,24,6,1,1,-0.036,8,9,5,0.11,13,2,4.184,707.0,3,10,0.359,141,0.562,0,6,6787,0.94,35,13,0.243,1,0.702,43555,2,1,2
CAB00374,27,28,9,0,0,-0.039,4,5,4,0.724,5,1,4.287,527.312,2,8,0.253,193,0.556,2,9,9443,0.267,123,35,0.95,0,0.07,31878,3,0,1
CAB00375,27,25,6,0,0,-0.037,8,9,5,0.641,6,2,3.483,516.386,6,17,0.172,9,0.145,2,2,5752,0.203,60,10,0.95,1,0.117,30324,2,1,2
CAB00376,14,29,14,1,2,-0.053,8,4,7,0.11,6,0,2.621,571.33,1,6,0.565,283,0.13,2,6,5531,0.16,45,34,0.586,1,0.361,22138,0,0,0
CAB00377,29,26,9,1,1,-0.087,8,1,14,0.21000000000000002,12,2,1.73,505.703,0,16,0.04,9,0.52,2,9,1379,0.77,49,31,0.915,1,0.165,36480,2,0,1
CAB00378,2,30,6,1,0,-0.053,2,3,2,0.3,22,2,5.596,335.814,3,14,0.28,191,0.541,2,5,9183,0.531,177,20,0.571,0,0.244,41920,1,0,1
CAB00379,6,23,11,1,1,-0.073,2,8,4,0.796,5,1,5.992,560.996,9,6,0.292,124,0.85,2,5,3800,0.754,359,35,0.381,0,0.714,34997,1,1,1
CAB00380,25,22,2,0,0,-0.062,7,0,13,0.21000000000000002,19,1,7.04,221.175,5,15,0.04,225,0.345,4,3,3681,0.77,194,32,0.665,0,0.818,27172,2,1,1
CAB00381,18,21,11,1,0,-0.063,7,0,10,0.536,6,1,2.892,308.646,6,14,0.773,188,0.953,3,2,9413,0.239,229,25,0.688,1,0.921,34673,4,1,1
CAB00382,24,23,5,1,1,-0.072,2,2,2,0.94,17,2,6.515,585.144,7,12,0.531,111,0.85,0,0,3154,0.192,254,30,0.07,0,0.425,21674,0,0,0
CAB00383,1,23,2,0,1,-0.016,2,6,3,0.3,15,2,7.07,501.809,5,14,0.236,323,0.13,3,7,5256,0.557,195,13,0.95,0,0.543,26572,4,0,0
CAB00384,14,23,9,0,0,0.0,8,6,14,0.21000000000000002,13,1,6.979,748.0,6,19,0.86,175,0.701,1,5,9386,0.19,86,22,0.426,1,0.898,36667,1,0,0
CAB00385,1,24,13,0,2,-0.006,2,6,2,0.3,12,1,4.662,458.273,7,16,0.649,187,0.13,2,8,2041,0.194,64,26,0.265,0,0.258,32494,1,0,0
CAB00386,15,20,10,0,0,-0.031,4,9,9,1.0,7,2,1.73,311.808,3,20,0.398,240,0.441,3,5,3853,0.495,129,10,0.502,1,0.16,23211,3,1,1
CAB00387,17,20,2,1,0,-0.034,5,6,3,0.302,13,2,6.405,412.911,1,5,0.232,253,0.214,0,8,2041,0.835,341,13,0.95,0,0.65,38554,1,0,1
CAB00388,12,25,5,1,2,-0.065,1,5,3,0.94,20,2,5.546,281.97,7,10,0.08,135,0.329,4,2,6863,0.129,270,21,0.148,0,0.85,17574,1,0,1
CAB00389,11,26,10,1,0,-0.08,6,7,11,0.641,21,0,4.64,218.627,7,17,0.413,254,0.832,1,7,1381,0.132,149,17,0.521,0,0.377,36383,3,1,1
CAB00390,27,23,11,1,0,-0.006,9,8,9,0.371,18,1,6.134,539.989,1,19,0.295,327,0.323,3,9,7402,0.592,195,11,0.619,0,0.142,47927,3,0,0
CAB00391,1,24,10,0,1,-0.064,2,6,10,0.3,8,1,7.74,339.441,4,14,0.412,262,0.452,3,5,3277,0.35,35,30,0.128,1,0.482,31078,3,0,1
CAB00392,5,23,6,1,0,-0.076,4,1,12,0.17,10,2,4.64,739.652,9,13,0.206,89,0.545,1,6,6429,0.908,212,36,0.353,0,0.277,9073,2,0,1
CAB00393,5,30,5,1,0,-0.051,3,6,4,0.45,16,1,5.32,780.0,9,11,0.216,270,0.529,1,0,8450,0.846,335,16,0.435,0,0.03,13723,4,1,1
CAB00394,8,30,6,1,2,-0.082,1,8,8,0.3,12,1,1.88,218.0,9,5,0.329,217,0.268,0,5,3133,0.356,341,26,0.95,0,0.625,47927,2,1,1
CAB00395,7,30,6,0,1,-0.068,1,7,2,0.3,14,1,5.208,520.874,8,9,0.72,300,0.312,0,7,9443,0.684,341,20,0.872,1,0.585,26463,0,1,1
CAB00396,1,25,1,1,0,-0.082,2,6,7,0.3,12,1,1.956,691.618,4,7,0.485,181,0.62,0,7,6055,0.406,132,24,0.908,0,0.656,28687,2,0,1
CAB00397,13,27,14,1,1,-0.076,6,6,13,0.666,14,0,6.61,780.0,8,10,0.155,125,0.169,1,8,6110,0.375,223,21,0.76,0,0.14,24852,1,0,1
CAB00398,1,20,11,0,2,-0.082,2,1,8,0.3,12,1,7.74,707.0,4,19,0.386,28,0.189,4,4,6108,0.451,85,21,0.601,0,0.307,40748,0,0,0
CAB00399,27,29,4,0,2,-0.026,8,0,12,1.0,8,2,1.73,594.254,6,14,0.128,183,0.326,1,6,1379,0.04,205,21,0.635,0,0.666,36667,0,1,2
CAB00400,20,22,7,1,2,-0.068,6,2,0,0.449,15,2,5.599,620.19,9,9,0.932,298,0.505,3,0,8450,0.9,131,28,0.07,0,0.339,32157,3,1,1
CAB00401,11,21,12,0,1,-0.059,4,2,7,0.679,4,1,5.243,654.351,4,9,0.47,144,0.269,4,5,5273,0.326,116,22,0.68,1,0.125,27087,1,1,1
CAB00402,5,24,14,1,0,-0.056,6,6,13,0.17,15,0,4.751,717.146,6,14,0.624,161,0.319,1,3,8450,0.687,181,17,0.244,0,0.85,3566,1,0,1
CAB00403,12,22,14,1,2,-0.016,7,7,12,1.0,11,1,1.73,550.517,2,8,0.04,322,0.07,2,5,1379,0.203,267,24,0.34,1,0.658,24807,0,0,2
CAB00404,14,30,10,0,0,-0.082,2,3,3,0.11,11,2,1.88,218.0,7,11,0.195,327,0.254,1,8,9443,0.475,150,19,0.95,0,0.511,28654,0,0,1
CAB00405,12,26,1,1,1,-0.056,3,9,4,0.585,10,0,1.73,748.0,5,11,0.725,90,0.07,2,7,9222,0.581,131,32,0.936,0,0.222,36667,0,1,1
CAB00406,1,29,1,1,1,-0.006,1,5,2,0.3,22,2,1.88,631.783,5,18,0.406,323,0.563,3,5,5604,0.512,35,35,0.569,0,0.559,47927,0,0,1
CAB00407,14,25,6,0,0,-0.034,8,7,13,0.8160000000000001,6,2,2.581,416.716,4,18,0.517,322,0.429,0,5,3715,0.04,108,18,0.927,1,0.875,6788,2,0,2
CAB00408,29,22,12,0,0,-0.046,8,9,12,0.274,10,1,7.04,625.821,4,19,0.625,195,0.448,0,7,4418,0.04,129,30,0.09,0,0.259,36667,3,0,0
CAB00409,17,26,8,1,1,-0.082,2,7,11,0.368,15,2,3.654,589.011,3,5,0.199,104,0.133,3,8,6597,0.94,284,33,0.04,1,0.83,40872,1,0,0
CAB00410,14,20,0,1,0,-0.045,2,1,11,0.17,5,1,5.423,701.735,9,13,0.373,2,0.214,3,7,6570,0.869,320,30,0.188,0,0.617,29714,1,0,0
CAB00411,14,26,0,0,2,-0.061,4,5,3,0.518,21,2,4.64,780.0,9,9,0.392,131,0.553,2,5,5158,0.921,292,19,0.856,0,0.391,10171,3,0,1
CAB00412,8,24,6,1,0,-0.075,5,5,0,0.558,16,1,6.509,350.136,7,14,0.605,106,0.384,1,5,7264,0.95,84,36,0.34,0,0.539,40758,4,0,1
CAB00413,21,26,14,0,1,-0.053,3,6,10,0.712,5,1,3.034,328.1,1,13,0.474,96,0.38,3,6,6916,0.522,35,35,0.393,1,0.086,29385,0,0,1
CAB00414,4,26,8,1,0,-0.054,2,7,3,0.3,13,1,6.735,540.742,4,19,0.603,131,0.205,3,9,7768,0.94,338,29,0.252,1,0.085,38734,0,0,0
CAB00415,7,26,12,0,0,-0.018,5,0,4,0.571,10,2,3.584,748.0,5,13,0.064,67,0.347,3,7,2804,0.691,80,15,0.09,0,0.401,6187,1,0,1
CAB00416,24,29,6,1,1,-0.045,9,9,8,0.32,15,0,1.88,698.957,2,16,0.688,185,0.255,2,9,5412,0.307,284,26,0.906,0,0.83,27000,1,0,1
CAB00417,13,24,8,1,0,-0.006,3,4,5,0.96,8,1,6.808,330.912,5,5,0.208,140,0.186,3,3,2041,0.575,172,22,0.95,1,0.314,35827,4,0,0
CAB00418,1,30,7,0,1,-0.068,2,5,11,0.3,4,1,5.929,454.177,3,16,0.564,186,0.359,0,9,9443,0.16,35,21,0.105,1,0.095,32025,4,0,1
CAB00419,8,30,7,0,1,-0.082,2,1,11,0.158,8,1,4.148,431.37,5,8,0.318,327,0.575,3,7,7277,0.202,162,16,0.169,1,0.404,32658,0,1,1
CAB00420,16,25,12,0,2,-0.042,5,9,5,0.651,6,2,4.834,687.977,7,10,0.248,267,0.137,1,5,5694,0.788,145,21,0.04,1,0.639,22138,0,0,1
CAB00421,10,20,8,0,0,-0.025,2,6,2,0.891,10,2,3.468,218.0,6,14,0.256,142,0.169,1,6,5309,0.248,56,23,0.638,1,0.07,27921,4,0,0
CAB00422,11,20,7,1,1,-0.067,3,5,4,0.494,5,2,4.904,528.051,9,13,0.08,81,0.309,0,4,5408,0.95,210,17,0.116,0,0.431,24374,4,0,1
CAB00423,14,26,14,1,0,-0.056,1,1,4,0.734,14,2,5.442,762.533,9,13,0.94,124,0.405,1,6,6910,0.683,329,12,0.513,0,0.85,11043,4,0,1
CAB00424,14,29,14,1,2,-0.028,4,6,3,0.474,4,1,6.171,266.909,1,13,0.517,214,0.443,1,8,9443,0.366,341,26,0.246,1,0.727,22138,2,0,0
CAB00425,22,29,4,1,1,-0.045,1,9,8,0.578,21,1,6.168,692.64,6,16,0.5,114,0.487,2,1,6422,0.542,226,30,0.434,0,0.532,28470,1,0,1
CAB00426,15,21,2,0,2,-0.08,4,9,8,0.829,12,1,5.587,345.464,9,6,0.471,309,0.501,1,3,4571,0.588,173,36,0.88,0,0.526,20127,0,0,1
CAB00427,10,23,11,0,0,-0.034,8,1,5,1.0,15,2,5.887,373.101,6,12,0.04,60,0.661,2,4,1969,0.409,201,21,0.706,1,0.913,36667,4,0,2
CAB00428,5,26,0,1,1,-0.045,1,4,13,0.847,5,2,7.2,548.991,9,11,0.607,79,0.586,3,4,7595,0.04,359,12,0.461,0,0.521,1773,1,0,1
CAB00429,4,28,11,1,0,-0.006,2,6,4,0.3,15,2,4.78,560.261,1,19,0.13,207,0.569,0,8,4064,0.332,257,27,0.04,0,0.375,37246,4,0,1
CAB00430,13,30,8,1,1,-0.006,5,1,2,0.11,18,1,7.74,288.172,1,10,0.438,176,0.386,4,6,6622,0.657,211,19,0.61,1,0.637,22448,0,0,0
CAB00431,15,22,3,1,1,-0.086,5,8,9,0.17,11,1,4.64,419.974,8,12,0.231,2,0.633,1,8,5840,0.95,122,12,0.07,0,0.08,39031,1,0,1
CAB00432,21,28,8,0,0,-0.082,6,1,5,0.589,12,1,5.516,707.0,7,13,0.648,209,0.378,3,3,8833,0.689,53,35,0.04,0,0.58,23454,2,0,1
CAB00433,11,27,11,1,1,-0.082,8,4,10,0.709,7,1,5.046,452.85,1,16,0.363,205,0.62,2,3,2041,0.422,35,31,0.59,0,0.666,47927,4,0,1
CAB00434,1,30,13,0,1,-0.082,1,2,6,0.3,7,1,7.74,339.409,2,17,0.509,327,0.13,3,8,2041,0.833,156,29,0.242,1,0.83,25171,1,0,0
CAB00435,27,21,14,1,1,-0.017,7,3,2,0.925,17,2,2.908,707.0,1,8,0.62,130,0.394,2,6,8611,0.373,173,35,0.877,0,0.391,35149,1,0,0
CAB00436,13,23,11,0,1,-0.073,1,8,11,0.334,4,1,1.88,707.0,2,11,0.391,327,0.13,2,8,2041,0.168,128,17,0.26,0,0.37,30510,3,1,0
CAB00437,27,30,1,0,1,-0.006,2,9,6,0.11,22,0,3.746,563.055,6,8,0.549,327,0.62,3,9,4219,0.649,303,17,0.387,0,0.828,47927,4,0,1
CAB00438,20,22,9,0,1,0.0,6,4,8,0.304,10,2,5.092,703.811,4,19,0.735,281,0.508,2,7,1793,0.04,140,24,0.95,1,0.669,36667,3,1,1
CAB00439,9,26,6,0,2,-0.074,2,4,7,0.3,4,2,3.974,707.0,7,18,0.76,326,0.13,2,3,6565,0.469,76,15,0.37,0,0.83,37421,4,0,0
CAB00440,24,24,0,1,0,-0.059,1,6,8,0.17,19,1,4.833,771.254,6,7,0.08,7,0.403,2,2,8450,0.756,115,32,0.54,0,0.253,9842,4,0,1
CAB00441,26,26,14,0,1,-0.057,7,7,9,0.441,12,2,2.118,248.375,5,8,0.214,322,0.192,4,2,6758,0.638,355,19,0.95,1,0.99,31074,2,1,1
CAB00442,13,20,6,1,1,-0.062,1,4,13,0.17,17,0,6.46,613.99,9,8,0.555,248,0.069,4,3,6183,0.95,342,26,0.452,0,0.118,29505,2,0,1
CAB00443,8,30,7,1,1,-0.045,2,3,6,0.3,11,1,1.88,528.477,5,19,0.76,302,0.13,3,8,6879,0.16,54,14,0.04,0,0.07,22555,0,1,0
CAB00444,10,25,1,1,1,-0.073,6,7,8,0.709,16,0,5.32,623.925,6,13,0.614,314,0.05,2,1,4035,0.781,94,26,0.419,0,0.253,18405,2,0,1
CAB00445,3,30,9,1,1,-0.006,2,8,9,0.3,18,2,2.145,707.0,7,10,0.518,222,0.254,0,4,3386,0.16,35,35,0.76,0,0.667,22614,3,0,0
CAB00446,29,25,7,0,0,-0.083,8,4,12,1.0,6,0,7.031,118.0,4,18,0.04,139,0.505,3,7,3410,0.475,280,20,0.354,1,0.922,5069,1,0,2
CAB00447,19,26,9,0,0,-0.087,5,5,9,0.8959999999999999,16,1,6.199,618.89,5,14,0.237,78,0.07,3,4,1379,0.105,86,22,0.901,1,0.612,19599,0,1,1
CAB00448,23,23,9,1,2,-0.076,6,4,11,0.644,12,2,5.901,595.315,6,18,0.77,9,0.566,1,9,8099,0.175,253,23,0.676,1,0.263,36667,3,1,2
CAB00449,12,29,7,1,1,-0.006,1,5,3,0.621,4,2,3.365,581.401,6,18,0.482,313,0.13,0,7,7100,0.171,176,19,0.467,1,0.203,44288,1,0,0
CAB00450,6,30,10,1,1,-0.033,1,9,10,0.3,19,1,4.996,554.413,9,5,0.539,171,0.388,4,9,6274,0.697,171,15,0.579,0,0.324,41781,2,0,1
CAB00451,16,30,10,0,2,-0.006,9,5,10,0.96,17,1,1.88,577.854,3,6,0.591,236,0.62,1,9,7169,0.245,239,30,0.587,0,0.516,34613,3,0,2
CAB00452,9,20,9,1,1,-0.05,5,9,7,0.666,16,1,6.261,780.0,7,6,0.94,108,0.368,0,4,6206,0.04,293,20,0.88,0,0.396,10311,0,0,1
CAB00453,21,20,11,1,2,-0.006,6,8,10,0.96,18,2,7.74,678.455,2,5,0.516,97,0.358,2,9,7628,0.731,88,35,0.916,0,0.83,41922,3,0,0
CAB00454,16,27,0,0,0,-0.067,4,1,12,0.8939999999999999,11,1,4.537,205.214,2,12,0.04,103,0.335,0,9,1391,0.351,84,19,0.17,0,0.68,36667,3,0,1
CAB00455,5,20,14,0,2,-0.076,4,4,7,0.205,21,2,5.792,780.0,7,11,0.793,152,0.669,2,4,2206,0.622,359,27,0.129,0,0.836,40392,3,1,1
CAB00456,27,24,1,0,0,-0.034,7,8,2,0.96,15,2,1.88,619.769,7,8,0.76,152,0.62,2,3,3862,0.16,282,25,0.04,0,0.586,38589,0,0,1
CAB00457,17,20,2,0,2,-0.046,1,1,9,0.618,22,1,3.726,645.318,5,18,0.728,243,0.419,3,6,9443,0.231,154,31,0.04,1,0.484,47927,4,0,1
CAB00458,23,28,1,0,0,-0.082,5,4,7,0.959,16,1,3.485,640.528,9,17,0.759,148,0.502,4,5,9443,0.278,45,28,0.848,1,0.746,29095,1,0,1
CAB00459,5,29,14,1,1,-0.082,2,4,2,0.3,5,1,6.41,487.599,7,6,0.333,287,0.13,2,8,9443,0.891,130,32,0.265,1,0.558,37924,2,0,2
CAB00460,21,27,11,1,0,-0.049,3,3,2,0.17,9,2,4.712,586.883,9,14,0.08,238,0.607,1,0,5517,0.661,285,23,0.07,0,0.418,39003,2,1,1
CAB00461,23,22,5,0,0,-0.087,6,5,10,0.76,6,1,4.829,118.0,3,18,0.369,91,0.37,1,2,5685,0.77,102,18,0.49,0,0.99,16312,2,0,1
CAB00462,13,26,10,0,0,-0.024,6,8,4,0.11,18,0,5.357,516.069,1,19,0.405,290,0.334,1,5,9443,0.725,341,26,0.684,0,0.395,26620,2,1,1
CAB00463,24,25,14,1,1,0.0,8,9,9,0.792,6,2,7.04,449.431,2,8,0.539,9,0.605,4,4,5737,0.732,293,32,0.502,1,0.304,21561,4,0,2
CAB00464,3,25,9,1,0,-0.045,2,6,9,0.3,15,2,5.841,498.169,5,11,0.289,216,0.62,1,6,3430,0.784,243,13,0.04,1,0.732,42855,1,0,1
CAB00465,11,21,10,1,2,-0.078,6,3,8,0.388,12,2,5.363,369.223,5,6,0.474,80,0.296,4,0,8450,0.95,70,26,0.275,0,0.563,31215,4,0,2
CAB00466,17,26,0,1,0,-0.071,2,6,5,0.17,8,1,6.386,381.011,7,12,0.383,2,0.258,4,4,7714,0.25,70,20,0.118,0,0.67,47735,4,0,1
CAB00467,14,25,1,1,0,-0.063,1,6,0,0.779,19,2,5.913,592.259,8,10,0.858,247,0.188,0,2,8121,0.631,178,28,0.298,0,0.654,33133,2,0,1
CAB00468,20,29,1,0,1,-0.036,2,3,9,0.567,4,2,3.761,533.055,5,10,0.463,327,0.503,4,6,5855,0.16,50,35,0.373,0,0.83,26229,0,0,1
CAB00469,24,25,4,1,1,-0.082,9,5,3,0.742,21,1,6.18,272.167,3,18,0.242,250,0.238,4,8,8756,0.282,242,33,0.773,0,0.83,26045,2,0,1
CAB00470,5,22,9,0,1,-0.076,2,9,11,0.24,22,1,2.749,218.0,4,5,0.737,274,0.27,3,4,5871,0.16,266,29,0.823,0,0.31,26632,4,0,0
CAB00471,7,30,2,0,1,-0.047,2,1,4,0.3,5,2,6.857,583.376,4,5,0.209,81,0.438,3,5,5873,0.444,154,18,0.95,0,0.24,29196,2,0,1
CAB00472,10,24,12,1,1,-0.081,3,1,0,0.3,12,1,7.064,608.932,5,12,0.08,241,0.789,4,0,6244,0.783,292,16,0.07,0,0.669,40439,2,0,1
CAB00473,9,30,1,0,1,-0.045,2,4,2,0.28,16,2,7.74,650.334,8,8,0.752,184,0.363,4,4,6721,0.571,207,21,0.95,1,0.571,42857,4,0,1
CAB00474,5,21,14,1,1,-0.086,3,9,5,0.313,14,2,5.975,565.172,7,13,0.08,209,0.679,0,0,3883,0.644,275,36,0.47,0,0.149,47735,2,0,1
CAB00475,13,27,2,1,0,-0.059,5,9,8,0.94,16,0,6.512,711.29,5,17,0.94,108,0.404,3,5,5063,0.122,278,31,0.652,0,0.587,45139,1,0,1
CAB00476,1,26,11,0,0,-0.035,2,9,11,0.3,4,2,7.171,482.005,6,18,0.714,274,0.62,2,9,8789,0.573,202,29,0.302,1,0.594,32172,4,0,1
CAB00477,1,23,11,1,0,-0.035,2,4,5,0.11,18,1,6.563,548.143,4,19,0.196,155,0.171,1,7,7402,0.338,42,35,0.95,0,0.157,36478,2,0,1
CAB00478,5,20,8,0,1,-0.082,1,6,5,0.192,11,2,6.159,614.012,9,5,0.403,327,0.29,0,6,6515,0.16,302,18,0.699,0,0.407,45461,0,0,2
CAB00479,13,28,0,1,2,-0.069,5,4,1,0.94,9,2,6.671,395.534,9,15,0.708,229,0.318,4,3,6704,0.341,147,30,0.482,0,0.498,33745,4,0,1
CAB00480,7,25,14,0,1,-0.082,2,9,9,0.3,5,0,7.74,646.69,1,14,0.76,146,0.524,4,8,9191,0.16,35,35,0.942,1,0.622,33483,0,1,0
CAB00481,22,28,2,1,1,-0.036,3,3,4,0.337,4,2,5.059,490.126,3,8,0.349,244,0.139,2,6,4648,0.5,87,35,0.52,0,0.343,25707,1,1,1
CAB00482,27,28,9,0,0,-0.006,4,2,11,0.686,18,1,7.74,415.885,4,9,0.46,327,0.325,1,7,2041,0.199,292,24,0.39,1,0.526,38645,1,0,1
CAB00483,24,30,2,0,1,-0.087,7,8,8,0.21000000000000002,10,0,3.08,290.456,6,19,0.137,65,0.766,0,8,7344,0.04,205,10,0.09,0,0.381,33021,4,0,1
CAB00484,24,24,7,0,2,-0.045,1,3,7,0.652,5,1,5.843,371.532,7,7,0.346,118,0.676,3,1,8450,0.919,299,27,0.516,0,0.85,17082,2,0,1
CAB00485,19,23,7,0,2,-0.07,1,7,1,0.17,5,0,5.729,581.459,6,11,0.368,282,0.46,4,3,6088,0.77,334,26,0.578,0,0.85,41563,1,0,1
CAB00486,5,20,11,1,1,-0.053,1,9,4,0.94,18,2,4.64,407.61,5,10,0.08,171,0.116,1,4,5029,0.668,317,13,0.387,0,0.03,34463,4,0,2
CAB00487,7,23,1,1,0,-0.07,6,9,5,0.94,21,2,6.994,780.0,8,13,0.08,364,0.332,0,2,8450,0.95,259,35,0.423,0,0.681,11897,4,0,1
CAB00488,27,30,14,0,1,-0.006,1,9,4,0.878,4,1,7.74,372.496,4,9,0.13,206,0.387,2,7,6365,0.16,110,26,0.482,0,0.07,35041,4,1,2
CAB00489,12,30,7,0,1,-0.087,3,0,14,0.786,6,2,2.268,487.083,1,12,0.552,230,0.734,4,0,5205,0.096,149,14,0.692,1,0.499,36667,1,0,1
CAB00490,9,26,12,0,1,-0.047,2,4,12,0.333,14,2,5.603,337.242,5,7,0.556,2,0.85,4,4,8358,0.599,294,12,0.875,0,0.421,41802,2,0,1
CAB00491,10,22,0,0,2,-0.07,2,5,8,0.825,19,2,7.5,780.0,9,11,0.609,178,0.515,4,7,4420,0.04,239,13,0.417,0,0.204,11135,3,1,1
CAB00492,24,29,7,0,0,-0.03,8,7,10,0.8049999999999999,10,2,4.675,427.203,0,21,0.66,236,0.242,1,5,2904,0.559,35,16,0.95,1,0.818,5069,4,1,2
CAB00493,10,30,4,0,2,-0.006,2,5,4,0.851,6,0,7.74,459.321,5,19,0.482,197,0.582,2,7,9105,0.441,238,24,0.95,0,0.415,41703,0,0,1
CAB00494,6,23,0,1,2,-0.059,1,4,9,0.17,9,2,4.64,633.105,8,6,0.914,259,0.704,4,5,7182,0.95,359,17,0.621,0,0.368,24123,4,0,1
CAB00495,16,24,8,1,2,-0.063,1,8,7,0.94,12,2,4.64,448.188,8,16,0.514,30,0.46,1,2,4303,0.419,70,28,0.635,0,0.82,35703,3,1,2
CAB00496,18,23,12,1,1,-0.065,3,9,10,0.645,16,0,6.925,175.0,6,9,0.672,2,0.351,1,3,7197,0.342,185,18,0.278,0,0.55,16265,2,0,1
CAB00497,11,30,2,0,2,-0.078,9,6,6,0.394,5,1,7.74,460.627,8,5,0.738,327,0.329,0,6,2041,0.43,242,25,0.464,1,0.496,47927,2,0,1
CAB00498,29,28,0,1,1,-0.057,8,5,11,0.534,17,1,2.371,438.028,3,19,0.371,322,0.5,3,2,6739,0.501,195,16,0.275,1,0.759,23019,4,1,1
CAB00499,29,20,13,1,0,-0.067,8,6,14,0.8500000000000001,6,1,1.73,353.293,0,24,0.04,170,0.866,3,7,4112,0.77,326,24,0.597,1,0.99,8762,4,1,2
CAB00500,4,26,7,1,0,-0.048,2,3,11,0.3,4,1,3.989,516.147,4,19,0.417,134,0.422,2,5,3713,0.87,94,11,0.647,1,0.741,47567,0,0,1
CAB00501,1,27,12,1,1,-0.08,1,8,11,0.148,19,1,7.74,707.0,3,9,0.138,50,0.17,1,7,8184,0.507,229,19,0.546,0,0.189,31723,2,0,0
CAB00502,27,22,14,0,2,-0.046,5,8,9,0.754,7,2,4.0,672.924,1,6,0.566,275,0.385,2,4,4536,0.16,37,12,0.578,0,0.83,22138,3,0,1
CAB00503,1,30,9,0,1,-0.035,2,6,9,0.3,4,1,1.88,694.959,1,16,0.732,327,0.133,2,5,3446,0.454,241,19,0.7,0,0.197,27569,1,0,0
CAB00504,24,20,8,0,1,-0.071,1,5,9,0.808,11,1,5.812,453.238,5,8,0.53,193,0.85,1,6,6717,0.95,306,15,0.07,0,0.658,34624,0,1,1
CAB00505,9,30,6,1,2,-0.027,2,1,9,0.114,10,2,7.74,218.0,3,9,0.514,89,0.13,2,5,9443,0.278,35,35,0.754,0,0.137,34871,4,1,1
CAB00506,21,26,5,0,1,-0.005,6,0,9,0.611,17,1,5.718,305.759,1,19,0.394,98,0.526,0,0,5424,0.559,364,30,0.742,1,0.99,29335,3,1,2
CAB00507,18,30,8,0,2,-0.02,8,7,11,0.186,6,0,7.74,567.287,1,13,0.255,61,0.34,2,7,7426,0.207,155,21,0.477,1,0.729,36043,4,0,1
CAB00508,18,30,11,0,0,-0.026,6,1,5,0.24,12,2,5.944,427.535,6,14,0.669,112,0.596,2,7,5827,0.43,48,35,0.943,0,0.781,38325,4,1,1
CAB00509,3,27,13,1,2,-0.033,1,1,2,0.3,11,1,7.74,588.384,2,19,0.76,134,0.62,2,9,8296,0.234,92,26,0.04,0,0.287,35037,0,0,0
CAB00510,5,22,10,1,2,-0.063,3,2,5,0.516,5,1,4.64,414.44,5,17,0.435,79,0.516,3,4,8450,0.742,196,19,0.277,0,0.119,1773,2,0,1
CAB00511,5,20,0,1,1,-0.072,2,9,2,0.79,21,0,6.139,484.492,5,6,0.228,113,0.082,0,2,8450,0.699,154,26,0.07,0,0.396,43454,0,0,1
CAB00512,29,20,6,0,0,-0.087,8,5,4,0.8400000000000001,16,2,6.74,573.805,4,9,0.86,322,0.253,3,9,6469,0.328,364,24,0.278,0,0.213,24542,1,1,1
CAB00513,12,27,12,0,1,-0.082,9,7,8,0.456,10,2,6.912,472.274,9,11,0.532,199,0.13,0,6,3064,0.359,243,21,0.658,1,0.6,33878,2,1,0
CAB00514,5,27,2,1,0,-0.07,2,9,7,0.3,21,2,6.19,433.808,3,10,0.399,226,0.34,4,6,3145,0.633,154,19,0.873,0,0.391,42806,4,0,0
CAB00515,12,20,12,1,2,-0.042,9,9,3,0.287,4,1,7.74,707.0,1,19,0.13,237,0.13,2,6,3052,0.222,52,26,0.947,0,0.554,35194,0,0,0
